bus,index_carrier,carrier,p_nom,e_nom,efficiency,country,unit,open_tyndp_type
BG00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,BG,MW,solar-thermal-w-storage
BG00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,BG,MWh,solar-thermal-w-storage-storage
BG00,battery-charge,battery,1500.0,0.0,0.92,BG,MW,battery-charge
BG00,battery-discharge,battery,1600.0,0.0,0.92,BG,MW,battery-discharge
BG00,battery-store,battery,0.0,6000.0,0.92,BG,MWh,battery-store
BG00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,BG,MW,h2-fuel-cell
BG00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,BG,MW,h2-ccgt
BG00,other-res,other-res,302.0,0.0,1.0,BG,MW,other-res
CH00,electrolyser-onshore-grid,electrolyser,262.6498727486554,0.0,0.68,CH,MW,electrolyser-onshore-grid
CH00,hydro-ror-turbine,hydro-ror,4215.0,0.0,1.0,CH,MW,hydro-ror-turbine
CH00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,CH,MWh,hydro-pondage-reservoir
CH00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,CH,MW,hydro-pondage-turbine
CH00,hydro-reservoir-reservoir,hydro-reservoir,0.0,7911953.267834674,1.0,CH,MWh,hydro-reservoir-reservoir
CH00,hydro-reservoir-turbine,hydro-reservoir,8530.0,0.0,1.0,CH,MW,hydro-reservoir-turbine
CH00,hydro-phs-reservoir,hydro-phs,0.0,1194000.0,1.0,CH,MWh,hydro-phs-reservoir
CH00,hydro-phs-turbine,hydro-phs,2460.0,0.0,1.0,CH,MW,hydro-phs-turbine
CH00,hydro-phs-pump,hydro-phs,-1890.0,0.0,1.0,CH,MW,hydro-phs-pump
CH00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,56000.0,1.0,CH,MWh,hydro-phs-pure-reservoir
CH00,hydro-phs-pure-turbine,hydro-phs-pure,1900.0,0.0,1.0,CH,MW,hydro-phs-pure-turbine
CH00,hydro-phs-pure-pump,hydro-phs-pure,-1900.0,0.0,1.0,CH,MW,hydro-phs-pure-pump
CH00,onwind,onwind,310.0,0.0,1.0,CH,MW,onwind
CH00,offwind,offwind,0.0,0.0,1.0,CH,MW,offwind
CH00,solar-thermal,solar-thermal,0.0,0.0,1.0,CH,MW,solar-thermal
CH00,solar-pv-utility,solar-pv-utility,0.0,0.0,1.0,CH,MW,solar-pv-utility
CH00,solar-pv-rooftop,solar-pv-rooftop,9770.26857142857,0.0,1.0,CH,MW,solar-pv-rooftop
CH00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,CH,MW,solar-thermal-w-storage
CH00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,CH,MWh,solar-thermal-w-storage-storage
CH00,battery-charge,battery,1221.283571428571,0.0,0.92,CH,MW,battery-charge
CH00,battery-discharge,battery,1221.283571428571,0.0,0.92,CH,MW,battery-discharge
CH00,battery-store,battery,0.0,610.6417857142857,0.92,CH,MWh,battery-store
CH00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,CH,MW,h2-fuel-cell
CH00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,CH,MW,h2-ccgt
CH00,chp-gas-conventional-old-1-industrial-0eur,chp,566.5990699412097,0.0,0.36,CH,MW,
CH00,other-res,other-res,425.8891116437436,0.0,1.0,CH,MW,other-res
CY00,electrolyser-onshore-grid,electrolyser,0.0,0.0,0.0,CY,MW,electrolyser-onshore-grid
CY00,hydro-ror-turbine,hydro-ror,0.0,0.0,1.0,CY,MW,hydro-ror-turbine
CY00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,CY,MWh,hydro-pondage-reservoir
CY00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,CY,MW,hydro-pondage-turbine
CY00,hydro-reservoir-reservoir,hydro-reservoir,0.0,0.0,1.0,CY,MWh,hydro-reservoir-reservoir
CY00,hydro-reservoir-turbine,hydro-reservoir,0.0,0.0,1.0,CY,MW,hydro-reservoir-turbine
CY00,hydro-phs-reservoir,hydro-phs,0.0,0.0,1.0,CY,MWh,hydro-phs-reservoir
CY00,hydro-phs-turbine,hydro-phs,0.0,0.0,1.0,CY,MW,hydro-phs-turbine
CY00,hydro-phs-pump,hydro-phs,0.0,0.0,1.0,CY,MW,hydro-phs-pump
CY00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,0.0,1.0,CY,MWh,hydro-phs-pure-reservoir
CY00,hydro-phs-pure-turbine,hydro-phs-pure,0.0,0.0,1.0,CY,MW,hydro-phs-pure-turbine
CY00,hydro-phs-pure-pump,hydro-phs-pure,0.0,0.0,1.0,CY,MW,hydro-phs-pure-pump
CY00,onwind,onwind,197.5,0.0,1.0,CY,MW,onwind
CY00,offwind,offwind,0.0,0.0,1.0,CY,MW,offwind
CY00,solar-thermal,solar-thermal,50.0,0.0,1.0,CY,MW,solar-thermal
CY00,solar-pv-utility,solar-pv-utility,442.0,0.0,1.0,CY,MW,solar-pv-utility
CY00,solar-pv-rooftop,solar-pv-rooftop,410.0,0.0,1.0,CY,MW,solar-pv-rooftop
CY00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,CY,MW,solar-thermal-w-storage
CY00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,CY,MWh,solar-thermal-w-storage-storage
CY00,battery-charge,battery,0.0,0.0,0.0,CY,MW,battery-charge
CY00,battery-discharge,battery,0.0,0.0,0.0,CY,MW,battery-discharge
CY00,battery-store,battery,0.0,0.0,0.0,CY,MWh,battery-store
CY00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,CY,MW,h2-fuel-cell
CY00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,CY,MW,h2-ccgt
CY00,other-res,other-res,12.1,0.0,1.0,CY,MW,other-res
CZ00,electrolyser-onshore-grid,electrolyser,281.0,0.0,0.68,CZ,MW,electrolyser-onshore-grid
CZ00,hydro-ror-turbine,hydro-ror,431.63,0.0,1.0,CZ,MW,hydro-ror-turbine
CZ00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,CZ,MWh,hydro-pondage-reservoir
CZ00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,CZ,MW,hydro-pondage-turbine
CZ00,hydro-reservoir-reservoir,hydro-reservoir,0.0,1855.0,1.0,CZ,MWh,hydro-reservoir-reservoir
CZ00,hydro-reservoir-turbine,hydro-reservoir,517.5400000000001,0.0,1.0,CZ,MW,hydro-reservoir-turbine
CZ00,hydro-phs-reservoir,hydro-phs,0.0,2945.0,1.0,CZ,MWh,hydro-phs-reservoir
CZ00,hydro-phs-turbine,hydro-phs,653.5500000000001,0.0,1.0,CZ,MW,hydro-phs-turbine
CZ00,hydro-phs-pump,hydro-phs,-599.0,0.0,1.0,CZ,MW,hydro-phs-pump
CZ00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,3700.0,1.0,CZ,MWh,hydro-phs-pure-reservoir
CZ00,hydro-phs-pure-turbine,hydro-phs-pure,688.05,0.0,1.0,CZ,MW,hydro-phs-pure-turbine
CZ00,hydro-phs-pure-pump,hydro-phs-pure,-664.0,0.0,1.0,CZ,MW,hydro-phs-pure-pump
CZ00,onwind,onwind,958.3,0.0,1.0,CZ,MW,onwind
CZ00,offwind,offwind,0.0,0.0,1.0,CZ,MW,offwind
CZ00,solar-thermal,solar-thermal,0.0,0.0,1.0,CZ,MW,solar-thermal
CZ00,solar-pv-utility,solar-pv-utility,7641.8,0.0,1.0,CZ,MW,solar-pv-utility
CZ00,solar-pv-rooftop,solar-pv-rooftop,3763.9,0.0,1.0,CZ,MW,solar-pv-rooftop
CZ00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,CZ,MW,solar-thermal-w-storage
CZ00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,CZ,MWh,solar-thermal-w-storage-storage
CZ00,battery-charge,battery,637.3,0.0,0.9200000000000002,CZ,MW,battery-charge
CZ00,battery-discharge,battery,637.3,0.0,0.9200000000000002,CZ,MW,battery-discharge
CZ00,battery-store,battery,0.0,842.0,0.9200000000000002,CZ,MWh,battery-store
CZ00,h2-fuel-cell,h2-fuel-cell,5.5,0.0,1.0,CZ,MW,h2-fuel-cell
CZ00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,CZ,MW,h2-ccgt
CZ00,chp-gas-conventional-old-1-other-0eur,chp,708.7,0.0,0.36,CZ,MW,
CZ00,chp-lignite-old-1-other-0eur,chp,1000.5,0.0,0.35,CZ,MW,
CZ00,other-res,other-res,654.8000000000001,0.0,1.0,CZ,MW,other-res
DE00,electrolyser-onshore-grid,electrolyser,12789.0,0.0,0.68,DE,MW,electrolyser-onshore-grid
DE00,hydro-ror-turbine,hydro-ror,3933.9,0.0,1.0,DE,MW,hydro-ror-turbine
DE00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,DE,MWh,hydro-pondage-reservoir
DE00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,DE,MW,hydro-pondage-turbine
DE00,hydro-reservoir-reservoir,hydro-reservoir,0.0,237217.033800469,1.0,DE,MWh,hydro-reservoir-reservoir
DE00,hydro-reservoir-turbine,hydro-reservoir,819.0,0.0,1.0,DE,MW,hydro-reservoir-turbine
DE00,hydro-phs-reservoir,hydro-phs,0.0,438159.0,1.0,DE,MWh,hydro-phs-reservoir
DE00,hydro-phs-turbine,hydro-phs,2144.1,0.0,1.0,DE,MW,hydro-phs-turbine
DE00,hydro-phs-pump,hydro-phs,-1861.0,0.0,1.0,DE,MW,hydro-phs-pump
DE00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,276149.7771760171,1.0,DE,MWh,hydro-phs-pure-reservoir
DE00,hydro-phs-pure-turbine,hydro-phs-pure,7009.839999999995,0.0,1.0,DE,MW,hydro-phs-pure-turbine
DE00,hydro-phs-pure-pump,hydro-phs-pure,-7166.6,0.0,1.0,DE,MW,hydro-phs-pure-pump
DE00,onwind,onwind,115000.7,0.0,1.0,DE,MW,onwind
DE00,offwind,offwind,30185.0,0.0,1.0,DE,MW,offwind
DE00,solar-thermal,solar-thermal,0.0,0.0,1.0,DE,MW,solar-thermal
DE00,solar-pv-utility,solar-pv-utility,97002.0,0.0,1.0,DE,MW,solar-pv-utility
DE00,solar-pv-rooftop,solar-pv-rooftop,118000.0,0.0,1.0,DE,MW,solar-pv-rooftop
DE00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,DE,MW,solar-thermal-w-storage
DE00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,DE,MWh,solar-thermal-w-storage-storage
DE00,battery-charge,battery,3200.4,0.0,0.9200000000000004,DE,MW,battery-charge
DE00,battery-discharge,battery,3200.4,0.0,0.9200000000000004,DE,MW,battery-discharge
DE00,battery-store,battery,0.0,6400.799999999999,0.9200000000000004,DE,MWh,battery-store
DE00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,DE,MW,h2-fuel-cell
DE00,h2-ccgt,h2-ccgt,8826.16599999999,0.0,1.0,DE,MW,h2-ccgt
DE00,chp-gas-conventional-old-1-other-128.4eur,chp,7280.02,0.0,0.3599999999999999,DE,MW,
DE00,other-res,other-res,13067.586,0.0,1.0,DE,MW,other-res
DKE1,electrolyser-onshore-grid,electrolyser,1287.000000000001,0.0,0.68,DK,MW,electrolyser-onshore-grid
DKE1,hydro-ror-turbine,hydro-ror,0.0,0.0,1.0,DK,MW,hydro-ror-turbine
DKE1,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,DK,MWh,hydro-pondage-reservoir
DKE1,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,DK,MW,hydro-pondage-turbine
DKE1,hydro-reservoir-reservoir,hydro-reservoir,0.0,0.0,1.0,DK,MWh,hydro-reservoir-reservoir
DKE1,hydro-reservoir-turbine,hydro-reservoir,0.0,0.0,1.0,DK,MW,hydro-reservoir-turbine
DKE1,hydro-phs-reservoir,hydro-phs,0.0,0.0,1.0,DK,MWh,hydro-phs-reservoir
DKE1,hydro-phs-turbine,hydro-phs,0.0,0.0,1.0,DK,MW,hydro-phs-turbine
DKE1,hydro-phs-pump,hydro-phs,0.0,0.0,1.0,DK,MW,hydro-phs-pump
DKE1,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,0.0,1.0,DK,MWh,hydro-phs-pure-reservoir
DKE1,hydro-phs-pure-turbine,hydro-phs-pure,0.0,0.0,1.0,DK,MW,hydro-phs-pure-turbine
DKE1,hydro-phs-pure-pump,hydro-phs-pure,0.0,0.0,1.0,DK,MW,hydro-phs-pure-pump
DKE1,onwind,onwind,1155.3842000000002,0.0,1.0,DK,MW,onwind
DKE1,offwind,offwind,1923.4,0.0,1.0,DK,MW,offwind
DKE1,solar-thermal,solar-thermal,0.0,0.0,1.0,DK,MW,solar-thermal
DKE1,solar-pv-utility,solar-pv-utility,4517.686010850741,0.0,1.0,DK,MW,solar-pv-utility
DKE1,solar-pv-rooftop,solar-pv-rooftop,367.2539891492588,0.0,1.0,DK,MW,solar-pv-rooftop
DKE1,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,DK,MW,solar-thermal-w-storage
DKE1,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,DK,MWh,solar-thermal-w-storage-storage
DKE1,battery-charge,battery,0.0,0.0,0.0,DK,MW,battery-charge
DKE1,battery-discharge,battery,0.0,0.0,0.0,DK,MW,battery-discharge
DKE1,battery-store,battery,0.0,0.0,0.0,DK,MWh,battery-store
DKE1,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,DK,MW,h2-fuel-cell
DKE1,h2-ccgt,h2-ccgt,0.0,0.0,1.0,DK,MW,h2-ccgt
DKE1,other-res,other-res,0.0,0.0,1.0,DK,MW,other-res
DKW1,electrolyser-onshore-grid,electrolyser,3587.0,0.0,0.68,DK,MW,electrolyser-onshore-grid
DKW1,hydro-ror-turbine,hydro-ror,0.0,0.0,1.0,DK,MW,hydro-ror-turbine
DKW1,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,DK,MWh,hydro-pondage-reservoir
DKW1,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,DK,MW,hydro-pondage-turbine
DKW1,hydro-reservoir-reservoir,hydro-reservoir,0.0,0.0,1.0,DK,MWh,hydro-reservoir-reservoir
DKW1,hydro-reservoir-turbine,hydro-reservoir,0.0,0.0,1.0,DK,MW,hydro-reservoir-turbine
DKW1,hydro-phs-reservoir,hydro-phs,0.0,0.0,1.0,DK,MWh,hydro-phs-reservoir
DKW1,hydro-phs-turbine,hydro-phs,0.0,0.0,1.0,DK,MW,hydro-phs-turbine
DKW1,hydro-phs-pump,hydro-phs,0.0,0.0,1.0,DK,MW,hydro-phs-pump
DKW1,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,0.0,1.0,DK,MWh,hydro-phs-pure-reservoir
DKW1,hydro-phs-pure-turbine,hydro-phs-pure,0.0,0.0,1.0,DK,MW,hydro-phs-pure-turbine
DKW1,hydro-phs-pure-pump,hydro-phs-pure,0.0,0.0,1.0,DK,MW,hydro-phs-pure-pump
DKW1,onwind,onwind,6150.2278,0.0,1.0,DK,MW,onwind
DKW1,offwind,offwind,2722.399999999999,0.0,1.0,DK,MW,offwind
DKW1,solar-thermal,solar-thermal,0.0,0.0,1.0,DK,MW,solar-thermal
DKW1,solar-pv-utility,solar-pv-utility,11892.68398914926,0.0,1.0,DK,MW,solar-pv-utility
DKW1,solar-pv-rooftop,solar-pv-rooftop,966.786010850741,0.0,1.0,DK,MW,solar-pv-rooftop
DKW1,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,DK,MW,solar-thermal-w-storage
DKW1,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,DK,MWh,solar-thermal-w-storage-storage
DKW1,battery-charge,battery,160.0,0.0,0.92,DK,MW,battery-charge
DKW1,battery-discharge,battery,160.0,0.0,0.92,DK,MW,battery-discharge
DKW1,battery-store,battery,0.0,2000.0,0.92,DK,MWh,battery-store
DKW1,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,DK,MW,h2-fuel-cell
DKW1,h2-ccgt,h2-ccgt,0.0,0.0,1.0,DK,MW,h2-ccgt
DKW1,other-res,other-res,7.26,0.0,1.0,DK,MW,other-res
EE00,electrolyser-onshore-grid,electrolyser,0.0,0.0,0.0,EE,MW,electrolyser-onshore-grid
EE00,hydro-ror-turbine,hydro-ror,0.0,0.0,1.0,EE,MW,hydro-ror-turbine
EE00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,EE,MWh,hydro-pondage-reservoir
EE00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,EE,MW,hydro-pondage-turbine
EE00,hydro-reservoir-reservoir,hydro-reservoir,0.0,0.0,1.0,EE,MWh,hydro-reservoir-reservoir
EE00,hydro-reservoir-turbine,hydro-reservoir,0.0,0.0,1.0,EE,MW,hydro-reservoir-turbine
EE00,hydro-phs-reservoir,hydro-phs,0.0,0.0,1.0,EE,MWh,hydro-phs-reservoir
EE00,hydro-phs-turbine,hydro-phs,0.0,0.0,1.0,EE,MW,hydro-phs-turbine
EE00,hydro-phs-pump,hydro-phs,0.0,0.0,1.0,EE,MW,hydro-phs-pump
EE00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,0.0,1.0,EE,MWh,hydro-phs-pure-reservoir
EE00,hydro-phs-pure-turbine,hydro-phs-pure,0.0,0.0,1.0,EE,MW,hydro-phs-pure-turbine
EE00,hydro-phs-pure-pump,hydro-phs-pure,0.0,0.0,1.0,EE,MW,hydro-phs-pure-pump
EE00,onwind,onwind,861.0,0.0,1.0,EE,MW,onwind
EE00,offwind,offwind,0.0,0.0,1.0,EE,MW,offwind
EE00,solar-thermal,solar-thermal,0.0,0.0,1.0,EE,MW,solar-thermal
EE00,solar-pv-utility,solar-pv-utility,1160.0,0.0,1.0,EE,MW,solar-pv-utility
EE00,solar-pv-rooftop,solar-pv-rooftop,0.0,0.0,1.0,EE,MW,solar-pv-rooftop
EE00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,EE,MW,solar-thermal-w-storage
EE00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,EE,MWh,solar-thermal-w-storage-storage
EE00,battery-charge,battery,0.0,0.0,0.0,EE,MW,battery-charge
EE00,battery-discharge,battery,0.0,0.0,0.0,EE,MW,battery-discharge
EE00,battery-store,battery,0.0,0.0,0.0,EE,MWh,battery-store
EE00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,EE,MW,h2-fuel-cell
EE00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,EE,MW,h2-ccgt
EE00,chp-gas-conventional-old-1-industrial-0eur,chp,134.952,0.0,0.36,EE,MW,
EE00,other-res,other-res,167.65,0.0,1.0,EE,MW,other-res
ES00,electrolyser-onshore-grid,electrolyser,29000.0,0.0,0.68,ES,MW,electrolyser-onshore-grid
ES00,hydro-ror-turbine,hydro-ror,3424.665616300276,0.0,1.0,ES,MW,hydro-ror-turbine
ES00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,ES,MWh,hydro-pondage-reservoir
ES00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,ES,MW,hydro-pondage-turbine
ES00,hydro-reservoir-reservoir,hydro-reservoir,0.0,14775072.50101,1.0,ES,MWh,hydro-reservoir-reservoir
ES00,hydro-reservoir-turbine,hydro-reservoir,11414.18999999999,0.0,1.0,ES,MW,hydro-reservoir-turbine
ES00,hydro-phs-reservoir,hydro-phs,0.0,5763860.0,1.0,ES,MWh,hydro-phs-reservoir
ES00,hydro-phs-turbine,hydro-phs,4223.32,0.0,1.0,ES,MW,hydro-phs-turbine
ES00,hydro-phs-pump,hydro-phs,-3964.005632965166,0.0,1.0,ES,MW,hydro-phs-pump
ES00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,101221.0,1.0,ES,MWh,hydro-phs-pure-reservoir
ES00,hydro-phs-pure-turbine,hydro-phs-pure,5304.485333333334,0.0,1.0,ES,MW,hydro-phs-pure-turbine
ES00,hydro-phs-pure-pump,hydro-phs-pure,-5204.589999999998,0.0,1.0,ES,MW,hydro-phs-pure-pump
ES00,onwind,onwind,55617.49399999999,0.0,1.0,ES,MW,onwind
ES00,offwind,offwind,2800.0,0.0,1.0,ES,MW,offwind
ES00,solar-thermal,solar-thermal,2300.0,0.0,1.0,ES,MW,solar-thermal
ES00,solar-pv-utility,solar-pv-utility,59548.12700000002,0.0,1.0,ES,MW,solar-pv-utility
ES00,solar-pv-rooftop,solar-pv-rooftop,14000.0,0.0,1.0,ES,MW,solar-pv-rooftop
ES00,solar-thermal-w-storage,solar-thermal-w-storage,1500.0,0.0,1.0,ES,MW,solar-thermal-w-storage
ES00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,13.5,1.0,ES,MWh,solar-thermal-w-storage-storage
ES00,battery-charge,battery,2500.0,0.0,0.9199999999999996,ES,MW,battery-charge
ES00,battery-discharge,battery,2500.0,0.0,0.9199999999999996,ES,MW,battery-discharge
ES00,battery-store,battery,0.0,5000.000000000001,0.9199999999999996,ES,MWh,battery-store
ES00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,ES,MW,h2-fuel-cell
ES00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,ES,MW,h2-ccgt
ES00,chp-gas-ccgt-old-2-other-58.87500000000006eur,chp,3980.010999999998,0.0,0.48,ES,MW,
ES00,other-res,other-res,1730.0002,0.0,1.0,ES,MW,other-res
FI00,electrolyser-onshore-grid,electrolyser,8727.272727272728,0.0,0.68,FI,MW,electrolyser-onshore-grid
FI00,hydro-ror-turbine,hydro-ror,0.0,0.0,1.0,FI,MW,hydro-ror-turbine
FI00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,FI,MWh,hydro-pondage-reservoir
FI00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,FI,MW,hydro-pondage-turbine
FI00,hydro-reservoir-reservoir,hydro-reservoir,0.0,5530000.0,1.0,FI,MWh,hydro-reservoir-reservoir
FI00,hydro-reservoir-turbine,hydro-reservoir,3236.608000000001,0.0,1.0,FI,MW,hydro-reservoir-turbine
FI00,hydro-phs-reservoir,hydro-phs,0.0,0.0,1.0,FI,MWh,hydro-phs-reservoir
FI00,hydro-phs-turbine,hydro-phs,0.0,0.0,1.0,FI,MW,hydro-phs-turbine
FI00,hydro-phs-pump,hydro-phs,0.0,0.0,1.0,FI,MW,hydro-phs-pump
FI00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,0.0,1.0,FI,MWh,hydro-phs-pure-reservoir
FI00,hydro-phs-pure-turbine,hydro-phs-pure,0.0,0.0,1.0,FI,MW,hydro-phs-pure-turbine
FI00,hydro-phs-pure-pump,hydro-phs-pure,0.0,0.0,1.0,FI,MW,hydro-phs-pure-pump
FI00,onwind,onwind,25992.471153341343,0.0,1.0,FI,MW,onwind
FI00,offwind,offwind,1000.0,0.0,1.0,FI,MW,offwind
FI00,solar-thermal,solar-thermal,0.0,0.0,1.0,FI,MW,solar-thermal
FI00,solar-pv-utility,solar-pv-utility,7011.036845315112,0.0,1.0,FI,MW,solar-pv-utility
FI00,solar-pv-rooftop,solar-pv-rooftop,3684.1503204602886,0.0,1.0,FI,MW,solar-pv-rooftop
FI00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,FI,MW,solar-thermal-w-storage
FI00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,FI,MWh,solar-thermal-w-storage-storage
FI00,battery-charge,battery,1000.0,0.0,0.92,FI,MW,battery-charge
FI00,battery-discharge,battery,1000.0,0.0,0.92,FI,MW,battery-discharge
FI00,battery-store,battery,0.0,2000.0,0.92,FI,MWh,battery-store
FI00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,FI,MW,h2-fuel-cell
FI00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,FI,MW,h2-ccgt
FI00,chp-gas-ccgt-old-1-other-0eur,chp,210.5,0.0,0.4,FI,MW,
FI00,chp-gas-conventional-old-1-other-210eur,chp,95.0,0.0,0.3599999999999999,FI,MW,
FI00,chp-gas-conventional-old-2-other-0eur,chp,85.0,0.0,0.41,FI,MW,
FI00,other-res,other-res,2624.82,0.0,1.0,FI,MW,other-res
FR00,electrolyser-onshore-grid,electrolyser,4176.0,0.0,0.6999999999999987,FR,MW,electrolyser-onshore-grid
FR00,hydro-ror-turbine,hydro-ror,13600.0,0.0,1.0,FR,MW,hydro-ror-turbine
FR00,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,FR,MWh,hydro-pondage-reservoir
FR00,hydro-pondage-turbine,hydro-pondage,0.0,0.0,1.0,FR,MW,hydro-pondage-turbine
FR00,hydro-reservoir-reservoir,hydro-reservoir,0.0,9999999.999999998,1.0,FR,MWh,hydro-reservoir-reservoir
FR00,hydro-reservoir-turbine,hydro-reservoir,9847.000000000013,0.0,1.0,FR,MW,hydro-reservoir-turbine
FR00,hydro-phs-reservoir,hydro-phs,0.0,89999.99999999999,1.0,FR,MWh,hydro-phs-reservoir
FR00,hydro-phs-turbine,hydro-phs,1850.0,0.0,1.0,FR,MW,hydro-phs-turbine
FR00,hydro-phs-pump,hydro-phs,-1850.0,0.0,1.0,FR,MW,hydro-phs-pump
FR00,hydro-phs-pure-reservoir,hydro-phs-pure,0.0,10000.0,1.0,FR,MWh,hydro-phs-pure-reservoir
FR00,hydro-phs-pure-turbine,hydro-phs-pure,1950.0,0.0,1.0,FR,MW,hydro-phs-pure-turbine
FR00,hydro-phs-pure-pump,hydro-phs-pure,-1950.0,0.0,1.0,FR,MW,hydro-phs-pure-pump
FR00,onwind,onwind,31299.99967555258,0.0,1.0,FR,MW,onwind
FR00,offwind,offwind,3875.0,0.0,1.0,FR,MW,offwind
FR00,solar-thermal,solar-thermal,0.0,0.0,1.0,FR,MW,solar-thermal
FR00,solar-pv-utility,solar-pv-utility,42282.19,0.0,1.0,FR,MW,solar-pv-utility
FR00,solar-pv-rooftop,solar-pv-rooftop,0.0,0.0,1.0,FR,MW,solar-pv-rooftop
FR00,solar-thermal-w-storage,solar-thermal-w-storage,0.0,0.0,1.0,FR,MW,solar-thermal-w-storage
FR00,solar-thermal-w-storage-storage,solar-thermal-w-storage,0.0,0.0,1.0,FR,MWh,solar-thermal-w-storage-storage
FR00,battery-charge,battery,470.0000000000005,0.0,0.9199999999999996,FR,MW,battery-charge
FR00,battery-discharge,battery,470.0000000000005,0.0,0.9199999999999996,FR,MW,battery-discharge
FR00,battery-store,battery,0.0,940.000000000001,0.9199999999999996,FR,MWh,battery-store
FR00,h2-fuel-cell,h2-fuel-cell,0.0,0.0,1.0,FR,MW,h2-fuel-cell
FR00,h2-ccgt,h2-ccgt,0.0,0.0,1.0,FR,MW,h2-ccgt
FR00,chp-gas-ocgt-old-other-0eur,chp,2200.0,0.0,0.3499999999999999,FR,MW,
FR00,chp-gas-ocgt-old-other-82.34285714285716eur,chp,2200.0,0.0,0.3499999999999999,FR,MW,
FR00,other-res,other-res,2390.000000000002,0.0,1.0,FR,MW,other-res
FR15,hydro-ror-turbine,hydro-ror,14.0,0.0,1.0,FR,MW,hydro-ror-turbine
FR15,hydro-pondage-reservoir,hydro-pondage,0.0,0.0,1.0,FR,MWh,hydro-pondage-reservoir
